trial_type,trial_index,trial_number,time_elapsed,random_id,condition,participant_id,age,gender_id,mus_exp,inst_exp,years_exp,mus_listening,rt,stimulus,response,correct_response,practice,correct,congruent,sound_type,audio,file_name,participant_is_group_member
image-keyboard-response,8,1,33471,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,576,stimuli/pictures/guitar_acoustic_1.jpg,1,1,TRUE,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,13,2,37928,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,1847,stimuli/pictures/guitar_acoustic_2.jpg,1,1,TRUE,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,18,3,42739,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,2197,stimuli/pictures/guitar_electric_1.jpg,0,0,TRUE,TRUE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,23,4,46212,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,867,stimuli/pictures/guitar_acoustic_1.jpg,0,1,TRUE,FALSE,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,31,5,58961,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,574,stimuli/pictures/piano_electric_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/bird_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,37,6,66303,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,633,stimuli/pictures/flute_wooden_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/flute_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,43,7,70265,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,494,stimuli/pictures/flute_wooden_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/flute_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,49,8,74333,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,604,stimuli/pictures/piano_electric_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/drum_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,55,9,78202,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,552,stimuli/pictures/bird_hawk_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/drum_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,61,10,82098,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,630,stimuli/pictures/phone_cell_2.jpg,1,1,NA,TRUE,no,sound,stimuli/sounds/phone_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,67,11,86189,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,491,stimuli/pictures/flute_metal_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/flute_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,73,12,90956,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,516,stimuli/pictures/phone_rotary_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/phone_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,79,13,94675,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,453,stimuli/pictures/phone_rotary_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/phone_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,85,14,98548,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,515,stimuli/pictures/bird_hawk_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/phone_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,91,15,102368,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,548,stimuli/pictures/phone_rotary_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/phone_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,97,16,106339,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,588,stimuli/pictures/phone_rotary_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/piano_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,103,17,110065,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,453,stimuli/pictures/piano_electric_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/piano_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,109,18,114078,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,637,stimuli/pictures/bird_song_2.jpg,0,1,NA,FALSE,no,sound,stimuli/sounds/bird_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,115,19,117642,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,603,stimuli/pictures/piano_electric_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/piano_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,121,20,121349,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,537,stimuli/pictures/drum_bongo_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/bird_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,127,21,125236,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,593,stimuli/pictures/piano_electric_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/drum_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,133,22,129559,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,1019,stimuli/pictures/phone_cell_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/piano_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,139,23,133372,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,533,stimuli/pictures/drum_bongo_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/bird_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,145,24,137081,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,485,stimuli/pictures/piano_electric_1.jpg,1,1,NA,TRUE,no,sound,stimuli/sounds/piano_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,152,25,145634,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,507,stimuli/pictures/phone_cell_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/bird_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,158,26,187810,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,488,stimuli/pictures/piano_electric_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/piano_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,164,27,191968,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,494,stimuli/pictures/piano_electric_1.jpg,1,0,NA,FALSE,no,sound,stimuli/sounds/flute_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,170,28,195371,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,440,stimuli/pictures/phone_rotary_1.jpg,1,1,NA,TRUE,no,sound,stimuli/sounds/phone_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,176,29,199540,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,673,stimuli/pictures/piano_grand_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/piano_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,182,30,203220,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,501,stimuli/pictures/flute_wooden_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/drum_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,188,31,206823,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,446,stimuli/pictures/piano_grand_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/bird_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,194,32,210603,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,525,stimuli/pictures/drum_kit_1.jpg,1,1,NA,TRUE,no,sound,stimuli/sounds/drum_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,200,33,214556,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,555,stimuli/pictures/flute_metal_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/flute_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,206,34,218219,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,447,stimuli/pictures/drum_bongo_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/drum_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,212,35,222060,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,584,stimuli/pictures/bird_hawk_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/piano_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,218,36,226033,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,588,stimuli/pictures/bird_song_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/flute_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,224,37,229902,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,516,stimuli/pictures/phone_cell_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/bird_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,230,38,233513,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,485,stimuli/pictures/phone_cell_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/phone_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,236,39,237196,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,403,stimuli/pictures/bird_hawk_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/bird_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,242,40,241002,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,611,stimuli/pictures/piano_grand_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/flute_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,248,41,244738,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,467,stimuli/pictures/piano_electric_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/piano_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,254,42,248826,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,627,stimuli/pictures/phone_cell_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/piano_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,260,43,252531,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,476,stimuli/pictures/piano_grand_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/piano_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,266,44,256378,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,459,stimuli/pictures/piano_grand_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/piano_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,273,45,262288,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,551,stimuli/pictures/phone_cell_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/drum_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,279,46,266007,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,383,stimuli/pictures/bird_hawk_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/bird_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,285,47,269499,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,488,stimuli/pictures/drum_kit_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/drum_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,291,48,273227,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,518,stimuli/pictures/phone_rotary_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/drum_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,297,49,277183,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,464,stimuli/pictures/phone_cell_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/flute_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,303,50,281043,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,638,stimuli/pictures/phone_rotary_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/phone_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,309,51,285003,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,427,stimuli/pictures/piano_electric_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/phone_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,315,52,288775,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,477,stimuli/pictures/bird_song_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/phone_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,321,53,292330,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,438,stimuli/pictures/drum_kit_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/drum_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,327,54,296052,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,519,stimuli/pictures/phone_rotary_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/phone_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,333,55,299650,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,453,stimuli/pictures/bird_hawk_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/bird_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,339,56,303310,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,401,stimuli/pictures/bird_song_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/flute_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,345,57,307029,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,503,stimuli/pictures/phone_rotary_2.jpg,1,0,NA,FALSE,no,sound,stimuli/sounds/drum_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,351,58,311002,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,384,stimuli/pictures/drum_kit_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/drum_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,357,59,314833,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,537,stimuli/pictures/flute_wooden_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/flute_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,363,60,318590,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,613,stimuli/pictures/phone_rotary_2.jpg,1,1,NA,TRUE,no,sound,stimuli/sounds/phone_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,369,61,322538,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,670,stimuli/pictures/drum_kit_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/piano_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,375,62,326187,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,390,stimuli/pictures/bird_hawk_1.jpg,1,1,NA,TRUE,no,sound,stimuli/sounds/bird_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,381,63,330031,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,614,stimuli/pictures/drum_kit_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/piano_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,387,64,333702,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,477,stimuli/pictures/flute_metal_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/bird_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,394,65,340008,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,867,stimuli/pictures/bird_hawk_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/flute_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,400,66,343980,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,584,stimuli/pictures/drum_bongo_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/piano_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,406,67,347644,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,628,stimuli/pictures/drum_bongo_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/flute_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,412,68,351432,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,567,stimuli/pictures/flute_metal_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/phone_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,418,69,355092,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,481,stimuli/pictures/piano_grand_2.jpg,0,1,NA,FALSE,no,sound,stimuli/sounds/piano_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,424,70,359548,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,788,stimuli/pictures/flute_metal_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/piano_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,430,71,363469,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,415,stimuli/pictures/phone_cell_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/phone_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,436,72,367339,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,600,stimuli/pictures/drum_bongo_2.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/piano_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,442,73,371059,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,458,stimuli/pictures/bird_song_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/bird_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,448,74,374860,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,589,stimuli/pictures/piano_grand_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/drum_label_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,454,75,378866,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,682,stimuli/pictures/bird_song_1.jpg,1,1,NA,TRUE,no,sound,stimuli/sounds/bird_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,460,76,382750,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,542,stimuli/pictures/piano_grand_1.jpg,0,0,NA,TRUE,no,sound,stimuli/sounds/flute_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,466,77,386923,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,677,stimuli/pictures/drum_bongo_1.jpg,0,1,NA,FALSE,yes,sound,stimuli/sounds/drum_label_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,472,78,390669,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,406,stimuli/pictures/drum_bongo_2.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/drum_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,478,79,394407,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,423,stimuli/pictures/piano_electric_1.jpg,1,0,NA,FALSE,no,sound,stimuli/sounds/phone_sound_B.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
image-keyboard-response,484,80,398350,p1ap86fhd84,mus,duck,21,male,yes,yes,3,7,757,stimuli/pictures/flute_metal_1.jpg,1,1,NA,TRUE,yes,sound,stimuli/sounds/flute_sound_A.wav,/Users/martincz/GitHub/COGS119/group_wi26_motivated_cues/analysis/../data/raw_data/p1ap86fhd84_1772139272944.csv,FALSE
